booking_id,guest_id,room_id,checkin_date,checkout_date,total_price,payment_status,rating
881,59,64,2025-01-28,2025-02-07,4174.6,Completed,
882,104,55,2025-01-10,2025-01-16,2744.4,Completed,4.0
883,167,16,2025-10-07,2025-10-18,1770.78,Completed,
884,110,98,2024-11-28,2024-11-29,401.55,Completed,
885,62,36,2024-03-24,2024-03-27,873.99,Completed,
886,190,71,2024-04-13,2024-04-16,1430.97,Completed,1.0
887,69,13,2025-04-21,2025-05-04,5580.64,Completed,2.0
888,9,63,2024-05-31,2024-06-02,808.64,Pending,
889,46,91,2025-10-07,2025-10-18,3214.2,Completed,
890,356,99,2025-09-20,2025-09-28,2636.8,Completed,
891,328,35,2025-02-03,2025-02-12,3399.3,Completed,
892,90,79,2023-11-27,2023-12-09,5188.56,Pending,
893,256,79,2024-06-14,2024-06-16,864.76,Completed,3.0
894,215,1,2024-01-16,2024-01-25,1441.8,Completed,
895,272,13,2025-06-07,2025-06-17,4292.8,Completed,5.0
896,260,29,2025-09-12,2025-09-20,1292.48,Completed,3.0
897,28,25,2025-08-01,2025-08-03,890.2,Completed,4.0
898,255,23,2024-10-30,2024-11-02,654.78,Completed,
899,331,47,2024-04-16,2024-04-21,709.6,Completed,
900,316,98,2025-10-17,2025-10-25,3212.4,Pending,5.0
901,91,21,2023-12-31,2024-01-13,1302.6,Pending,1.0
902,121,93,2025-08-25,2025-09-02,3425.84,Completed,
903,102,96,2025-10-26,2025-11-06,2220.68,Completed,
904,57,42,2023-11-24,2023-11-28,1242.52,Pending,2.0
905,193,29,2024-01-19,2024-01-21,323.12,Completed,4.0
906,75,28,2024-02-27,2024-03-08,2295.5,Completed,
907,70,59,2025-03-22,2025-04-03,825.84,Completed,
908,139,26,2024-01-08,2024-01-14,2367.78,Completed,1.0
909,144,18,2025-02-11,2025-02-13,780.2,Completed,2.0
910,390,44,2025-08-11,2025-08-15,344.2,Completed,5.0
911,88,74,2024-05-08,2024-05-17,2669.13,Completed,
912,268,63,2023-12-29,2024-01-12,5660.48,Cancelled,4.0
913,143,2,2024-03-28,2024-04-09,2878.32,Completed,2.0
914,168,56,2024-04-18,2024-04-28,516.0,Completed,2.0
915,294,1,2025-01-21,2025-01-28,1121.4,Cancelled,
916,241,94,2025-07-25,2025-08-07,4112.55,Completed,4.0
917,246,90,2024-03-30,2024-04-13,3096.38,Pending,1.0
918,286,97,2024-08-15,2024-08-16,261.64,Completed,2.0
919,68,46,2024-06-06,2024-06-11,434.45,Completed,1.0
920,246,86,2024-07-04,2024-07-09,1239.7,Completed,5.0
921,383,75,2025-09-20,2025-09-21,323.0,Cancelled,2.0
922,361,52,2024-06-01,2024-06-04,554.16,Completed,
923,238,91,2024-01-31,2024-02-11,3214.2,Pending,4.0
924,354,43,2024-11-11,2024-11-20,2380.95,Pending,3.0
925,358,79,2023-12-29,2024-01-07,3891.42,Completed,
926,351,11,2025-10-22,2025-11-01,3515.8,Completed,1.0
927,264,87,2025-05-26,2025-06-01,2711.16,Completed,
928,188,60,2025-02-25,2025-03-07,3501.2,Pending,
929,332,72,2024-05-03,2024-05-15,3338.52,Pending,2.0
930,71,43,2024-02-12,2024-02-16,1058.2,Completed,5.0
931,360,27,2024-02-15,2024-02-28,3736.85,Completed,
932,181,35,2025-05-08,2025-05-17,3399.3,Completed,
933,33,48,2024-01-26,2024-02-01,2113.56,Completed,1.0
934,241,91,2024-06-15,2024-06-24,2629.8,Completed,3.0
935,232,80,2024-07-11,2024-07-17,1634.82,Completed,1.0
936,97,59,2023-12-12,2023-12-14,137.64,Pending,3.0
937,40,14,2024-10-13,2024-10-16,511.44,Completed,4.0
938,78,27,2024-09-16,2024-09-25,2587.05,Cancelled,
939,214,88,2025-06-01,2025-06-10,3311.01,Completed,4.0
940,228,95,2025-07-02,2025-07-13,1449.58,Pending,
941,12,30,2024-05-16,2024-05-30,2087.4,Completed,4.0
942,297,44,2025-11-01,2025-11-12,946.55,Completed,
943,304,86,2025-05-04,2025-05-16,2975.28,Completed,4.0
944,156,73,2025-09-06,2025-09-09,321.84,Completed,
945,134,30,2024-12-04,2024-12-12,1192.8,Completed,
946,25,19,2024-11-06,2024-11-12,471.54,Completed,5.0
947,83,92,2025-11-03,2025-11-12,1555.38,Completed,2.0
948,83,31,2024-07-02,2024-07-04,873.68,Pending,
949,65,57,2024-03-13,2024-03-18,1837.75,Completed,
950,363,5,2025-09-12,2025-09-23,1925.44,Completed,
951,191,58,2024-12-15,2024-12-24,595.89,Cancelled,1.0
952,13,52,2024-05-14,2024-05-22,1477.76,Completed,3.0
953,80,1,2024-01-09,2024-01-21,1922.4,Completed,3.0
954,243,38,2024-08-14,2024-08-27,5540.73,Cancelled,2.0
955,290,94,2025-01-29,2025-02-06,2530.8,Completed,
956,246,6,2025-03-30,2025-04-02,280.56,Completed,
957,13,52,2024-12-24,2025-01-03,1847.2,Completed,1.0
958,168,8,2024-05-16,2024-05-26,4484.5,Completed,2.0
959,393,36,2024-12-15,2024-12-19,1165.32,Pending,4.0
960,347,86,2024-11-02,2024-11-04,495.88,Cancelled,
961,252,41,2025-02-10,2025-02-20,3478.4,Completed,3.0
962,204,19,2025-05-06,2025-05-18,943.08,Completed,
963,191,2,2025-03-09,2025-03-14,1199.3,Completed,
964,229,72,2024-05-07,2024-05-09,556.42,Completed,4.0
965,227,37,2024-05-30,2024-06-02,1330.56,Completed,4.0
966,374,54,2024-07-25,2024-07-28,424.86,Completed,2.0
967,107,39,2025-04-09,2025-04-17,2132.88,Cancelled,3.0
968,34,76,2025-04-14,2025-04-27,3418.09,Completed,
969,328,35,2024-10-25,2024-11-01,2643.9,Completed,5.0
970,387,18,2024-06-02,2024-06-06,1560.4,Completed,
971,284,63,2024-04-28,2024-04-29,404.32,Completed,
972,300,39,2025-04-28,2025-05-06,2132.88,Completed,1.0
973,2,20,2025-11-08,2025-11-13,2186.75,Completed,4.0
974,64,84,2025-05-21,2025-06-01,2757.26,Completed,4.0
975,353,83,2023-11-25,2023-11-29,1978.2,Pending,4.0
976,35,77,2024-06-03,2024-06-15,4184.76,Completed,4.0
977,133,81,2024-08-21,2024-09-01,1420.65,Completed,1.0
978,192,66,2025-01-10,2025-01-22,4064.04,Completed,2.0
979,298,8,2024-09-23,2024-09-26,1345.35,Completed,2.0
980,183,21,2024-09-09,2024-09-10,100.2,Completed,3.0
981,25,38,2023-12-30,2024-01-04,2131.05,Completed,5.0
982,100,99,2025-02-02,2025-02-13,3625.6,Completed,
983,386,22,2024-10-08,2024-10-17,3535.92,Completed,
984,351,39,2025-03-03,2025-03-08,1333.05,Completed,1.0
985,274,75,2024-04-22,2024-04-28,1938.0,Completed,
986,266,37,2025-11-14,2025-11-20,2661.12,Completed,2.0
987,53,28,2025-07-26,2025-07-29,688.65,Completed,5.0
988,315,89,2025-05-05,2025-05-19,1092.28,Cancelled,5.0
989,360,97,2025-01-01,2025-01-14,3401.32,Completed,1.0
990,60,17,2025-05-14,2025-05-15,229.73,Completed,
991,186,18,2024-07-11,2024-07-25,5461.4,Completed,5.0
992,391,44,2024-02-27,2024-03-01,258.15,Completed,
993,61,29,2025-01-05,2025-01-08,484.68,Completed,
994,117,40,2025-05-19,2025-05-22,1480.17,Completed,4.0
995,354,98,2025-04-07,2025-04-20,5220.15,Completed,
996,248,97,2025-04-25,2025-05-02,1831.48,Pending,
997,338,66,2025-06-19,2025-06-29,3386.7,Pending,
998,130,6,2025-02-18,2025-02-20,187.04,Completed,
999,50,16,2024-06-10,2024-06-20,1609.8,Completed,2.0
1000,344,45,2024-10-14,2024-10-15,103.95,Pending,3.0
1001,297,45,2025-08-31,2025-09-06,623.7,Completed,5.0
1002,124,65,2024-02-20,2024-03-01,3470.1,Pending,1.0
1003,271,28,2025-03-07,2025-03-19,2754.6,Completed,
1004,387,69,2025-11-10,2025-11-11,454.78,Cancelled,
1005,110,65,2025-08-15,2025-08-29,4858.14,Completed,
1006,302,24,2024-02-04,2024-02-12,470.08,Completed,
1007,182,49,2024-06-08,2024-06-15,2306.64,Completed,
1008,58,98,2025-07-05,2025-07-11,2409.3,Completed,
1009,70,64,2025-10-27,2025-11-09,5426.98,Completed,
1010,370,6,2023-11-21,2023-11-23,187.04,Completed,
1011,146,59,2025-04-13,2025-04-23,688.2,Completed,4.0
1012,116,71,2024-04-02,2024-04-09,3338.93,Completed,2.0
1013,36,61,2024-01-08,2024-01-19,4829.77,Completed,
1014,346,63,2024-01-02,2024-01-13,4447.52,Completed,1.0
1015,62,19,2025-04-01,2025-04-08,550.13,Completed,1.0
1016,380,22,2025-07-05,2025-07-07,785.76,Completed,
1017,103,77,2025-05-01,2025-05-15,4882.22,Cancelled,
1018,218,93,2024-03-06,2024-03-14,3425.84,Completed,5.0
1019,304,35,2024-09-03,2024-09-16,4910.1,Completed,4.0
1020,183,61,2024-11-14,2024-11-25,4829.77,Completed,4.0
1021,262,36,2025-11-11,2025-11-14,873.99,Completed,
1022,129,63,2023-11-23,2023-12-01,3234.56,Completed,1.0
1023,51,95,2024-02-25,2024-02-26,131.78,Completed,1.0
1024,92,49,2023-12-10,2023-12-20,3295.2,Completed,
1025,319,80,2024-11-26,2024-11-28,544.94,Completed,5.0
1026,393,64,2024-11-25,2024-12-08,5426.98,Completed,
1027,255,63,2024-01-23,2024-02-01,3638.88,Completed,
1028,277,70,2025-05-26,2025-05-27,466.51,Cancelled,
1029,221,16,2025-03-05,2025-03-12,1126.86,Completed,4.0
1030,236,5,2024-10-14,2024-10-15,175.04,Completed,3.0
1031,362,22,2024-12-21,2024-12-29,3143.04,Completed,
1032,200,63,2024-06-21,2024-07-04,5256.16,Completed,5.0
1033,351,70,2025-01-22,2025-02-01,4665.1,Completed,2.0
1034,260,8,2024-12-08,2024-12-15,3139.15,Completed,4.0
1035,316,87,2025-07-22,2025-07-28,2711.16,Completed,
1036,32,4,2024-08-17,2024-08-27,3151.7,Pending,3.0
1037,380,75,2025-01-01,2025-01-02,323.0,Completed,4.0
1038,50,55,2025-07-03,2025-07-09,2744.4,Cancelled,1.0
1039,339,32,2025-01-26,2025-01-30,1170.64,Completed,
1040,44,89,2024-02-21,2024-02-23,156.04,Completed,
1041,87,3,2024-04-30,2024-05-09,1255.32,Completed,4.0
1042,291,66,2025-05-12,2025-05-19,2370.69,Completed,5.0
1043,12,41,2025-01-05,2025-01-12,2434.88,Completed,
1044,51,63,2025-03-16,2025-03-18,808.64,Completed,
1045,255,65,2025-07-11,2025-07-24,4511.13,Completed,
1046,315,39,2024-10-18,2024-10-24,1599.66,Cancelled,
1047,326,10,2025-03-11,2025-03-25,3556.42,Completed,
1048,136,7,2024-03-08,2024-03-13,1456.5,Cancelled,2.0
1049,320,96,2024-01-12,2024-01-14,403.76,Completed,5.0
1050,173,35,2025-09-01,2025-09-03,755.4,Completed,4.0
1051,108,45,2024-07-16,2024-07-29,1351.35,Pending,5.0
1052,154,56,2025-09-05,2025-09-16,567.6,Completed,
1053,206,33,2025-06-19,2025-06-29,4030.8,Completed,5.0
1054,93,3,2025-04-12,2025-04-23,1534.28,Completed,5.0
1055,256,28,2024-12-18,2024-12-29,2525.05,Cancelled,4.0
1056,138,82,2025-06-23,2025-07-02,1459.26,Completed,4.0
1057,290,94,2024-10-21,2024-11-01,3479.85,Pending,
1058,237,19,2025-09-19,2025-09-23,314.36,Completed,3.0
1059,223,53,2025-10-19,2025-10-25,2304.54,Completed,2.0
1060,212,35,2025-02-25,2025-03-11,5287.8,Completed,
1061,352,77,2024-11-26,2024-11-30,1394.92,Completed,
1062,99,4,2023-11-17,2023-11-21,1260.68,Completed,
1063,249,72,2025-07-11,2025-07-18,1947.47,Completed,2.0
1064,82,35,2024-05-04,2024-05-07,1133.1,Pending,3.0
1065,338,71,2025-10-18,2025-10-21,1430.97,Completed,
1066,370,63,2025-05-13,2025-05-26,5256.16,Pending,1.0
1067,161,78,2024-12-25,2024-12-30,2064.75,Completed,4.0
1068,187,86,2025-02-13,2025-02-24,2727.34,Completed,
1069,371,18,2023-12-17,2023-12-21,1560.4,Completed,1.0
1070,268,86,2023-12-13,2023-12-27,3471.16,Completed,5.0
1071,129,64,2024-11-11,2024-11-13,834.92,Completed,
1072,161,43,2025-05-06,2025-05-20,3703.7,Completed,
1073,384,96,2025-10-03,2025-10-07,807.52,Completed,
1074,55,23,2024-07-08,2024-07-12,873.04,Cancelled,3.0
1075,302,8,2025-03-01,2025-03-09,3587.6,Completed,1.0
1076,163,70,2024-08-17,2024-08-24,3265.57,Completed,
1077,143,19,2025-08-27,2025-09-02,471.54,Completed,
1078,158,3,2025-10-21,2025-11-01,1534.28,Cancelled,1.0
1079,354,86,2024-09-05,2024-09-09,991.76,Completed,
1080,328,90,2024-08-01,2024-08-07,1327.02,Completed,5.0
1081,122,57,2025-06-13,2025-06-20,2572.85,Pending,3.0
1082,155,12,2025-06-26,2025-07-10,5293.54,Completed,
1083,83,57,2025-03-24,2025-04-04,4043.05,Completed,4.0
1084,18,36,2024-02-08,2024-02-22,4078.62,Pending,4.0
1085,242,95,2025-03-06,2025-03-13,922.46,Completed,
1086,217,13,2025-08-22,2025-09-05,6009.92,Completed,
1087,34,46,2025-09-28,2025-10-05,608.23,Completed,3.0
1088,233,89,2023-12-19,2023-12-20,78.02,Completed,2.0
1089,323,57,2024-04-30,2024-05-13,4778.15,Completed,
1090,103,81,2024-05-11,2024-05-16,645.75,Completed,
1091,81,32,2025-04-27,2025-05-06,2633.94,Completed,2.0
1092,305,88,2024-12-11,2024-12-18,2575.23,Completed,
1093,245,95,2025-02-16,2025-02-19,395.34,Completed,3.0
1094,145,26,2024-12-04,2024-12-06,789.26,Completed,
1095,194,74,2025-03-07,2025-03-11,1186.28,Pending,
1096,286,83,2024-10-01,2024-10-11,4945.5,Completed,4.0
1097,102,34,2025-05-05,2025-05-17,2513.16,Completed,
1098,317,55,2024-08-21,2024-08-31,4574.0,Completed,
1099,189,22,2024-01-02,2024-01-12,3928.8,Completed,4.0
1100,396,59,2024-09-03,2024-09-17,963.48,Completed,
1101,366,27,2025-03-28,2025-04-01,1149.8,Completed,3.0
1102,148,96,2024-01-16,2024-01-24,1615.04,Completed,2.0
1103,308,28,2025-02-07,2025-02-21,3213.7,Completed,4.0
1104,93,53,2024-11-29,2024-12-12,4993.17,Completed,
1105,135,31,2024-03-05,2024-03-15,4368.4,Completed,
1106,299,88,2024-09-20,2024-10-01,4046.79,Completed,
1107,69,42,2024-11-30,2024-12-12,3727.56,Completed,
1108,197,91,2024-11-10,2024-11-17,2045.4,Completed,
1109,49,72,2025-08-02,2025-08-03,278.21,Pending,4.0
1110,182,78,2024-04-13,2024-04-24,4542.45,Cancelled,1.0
1111,3,33,2025-08-04,2025-08-13,3627.72,Completed,
1112,203,86,2024-08-12,2024-08-18,1487.64,Completed,1.0
1113,298,23,2024-11-19,2024-11-24,1091.3,Completed,3.0
1114,240,17,2024-01-14,2024-01-16,459.46,Completed,2.0
1115,134,15,2025-05-13,2025-05-19,1368.18,Pending,
1116,144,96,2025-07-27,2025-08-02,1211.28,Completed,
1117,135,79,2025-09-12,2025-09-26,6053.32,Completed,
1118,161,56,2024-01-12,2024-01-15,154.8,Completed,2.0
1119,285,85,2024-08-05,2024-08-16,4707.34,Completed,
1120,77,7,2025-10-04,2025-10-08,1165.2,Completed,2.0
1121,362,60,2024-02-19,2024-02-26,2450.84,Completed,4.0
1122,21,57,2025-08-25,2025-08-31,2205.3,Cancelled,4.0
1123,253,15,2025-06-29,2025-07-13,3192.42,Completed,
1124,179,12,2024-02-09,2024-02-13,1512.44,Completed,
1125,87,96,2025-03-04,2025-03-13,1816.92,Completed,5.0
1126,109,75,2024-11-14,2024-11-15,323.0,Completed,4.0
1127,40,32,2025-09-18,2025-10-01,3804.58,Completed,
1128,169,4,2025-01-31,2025-02-05,1575.85,Completed,4.0
1129,192,76,2025-03-12,2025-03-14,525.86,Completed,
1130,42,59,2025-02-21,2025-03-07,963.48,Completed,3.0
1131,305,85,2024-10-21,2024-10-22,427.94,Completed,
1132,319,58,2025-10-19,2025-10-25,397.26,Completed,5.0
1133,67,28,2025-02-15,2025-03-01,3213.7,Pending,3.0
1134,29,96,2023-12-25,2023-12-27,403.76,Completed,1.0
1135,205,33,2024-12-17,2024-12-20,1209.24,Completed,4.0
1136,46,3,2023-11-21,2023-12-05,1952.72,Completed,
1137,207,37,2025-03-17,2025-03-28,4878.72,Completed,1.0
1138,153,63,2025-02-24,2025-03-09,5256.16,Completed,3.0
1139,351,78,2025-04-09,2025-04-12,1238.85,Completed,
1140,189,66,2024-02-01,2024-02-05,1354.68,Completed,4.0
1141,138,73,2024-12-20,2024-12-30,1072.8,Completed,3.0
1142,315,24,2025-11-11,2025-11-18,411.32,Completed,
1143,263,44,2024-11-22,2024-11-30,688.4,Completed,2.0
1144,254,68,2024-12-08,2024-12-19,3503.06,Completed,
1145,240,56,2024-08-09,2024-08-11,103.2,Completed,2.0
1146,66,88,2024-11-11,2024-11-16,1839.45,Completed,3.0
1147,292,7,2025-10-04,2025-10-13,2621.7,Pending,
1148,56,66,2024-03-03,2024-03-10,2370.69,Completed,5.0
1149,130,46,2024-05-07,2024-05-12,434.45,Completed,1.0
1150,59,95,2024-01-27,2024-02-07,1449.58,Completed,4.0
1151,24,11,2024-02-05,2024-02-12,2461.06,Completed,
1152,301,93,2024-11-21,2024-11-29,3425.84,Completed,3.0
1153,175,24,2025-10-29,2025-11-02,235.04,Completed,5.0
1154,133,87,2024-11-06,2024-11-08,903.72,Completed,
1155,203,15,2025-01-17,2025-01-18,228.03,Completed,4.0
1156,337,96,2024-07-01,2024-07-11,2018.8,Completed,
1157,316,47,2025-10-14,2025-10-26,1703.04,Completed,4.0
1158,155,12,2023-12-04,2023-12-07,1134.33,Completed,
1159,9,90,2024-07-17,2024-07-21,884.68,Completed,
1160,333,19,2024-10-13,2024-10-24,864.49,Completed,5.0
1161,98,12,2024-02-19,2024-02-24,1890.55,Completed,
1162,217,3,2024-09-18,2024-09-20,278.96,Completed,
1163,360,57,2025-04-08,2025-04-16,2940.4,Completed,5.0
1164,125,26,2025-08-12,2025-08-17,1973.15,Completed,1.0
1165,171,2,2025-02-22,2025-02-24,479.72,Completed,4.0
1166,254,95,2024-05-06,2024-05-16,1317.8,Completed,3.0
1167,19,63,2025-11-01,2025-11-08,2830.24,Completed,5.0
1168,348,63,2024-06-03,2024-06-07,1617.28,Completed,4.0
1169,296,41,2024-06-20,2024-06-29,3130.56,Pending,4.0
1170,243,15,2025-11-05,2025-11-13,1824.24,Completed,4.0
1171,358,56,2025-03-23,2025-03-24,51.6,Completed,4.0
1172,177,57,2023-11-24,2023-11-28,1470.2,Completed,3.0
1173,309,92,2025-05-15,2025-05-26,1901.02,Completed,4.0
1174,214,87,2024-04-18,2024-04-29,4970.46,Completed,2.0
1175,319,27,2025-02-17,2025-02-22,1437.25,Completed,
1176,248,17,2025-05-03,2025-05-06,689.19,Completed,1.0
1177,213,64,2025-07-03,2025-07-08,2087.3,Completed,1.0
1178,184,34,2025-04-13,2025-04-19,1256.58,Completed,
1179,258,5,2025-04-14,2025-04-27,2275.52,Pending,5.0
1180,117,16,2025-07-03,2025-07-12,1448.82,Completed,
1181,175,46,2023-12-12,2023-12-25,1129.57,Pending,3.0
1182,78,89,2025-02-24,2025-03-10,1092.28,Completed,1.0
1183,225,59,2025-01-22,2025-02-05,963.48,Completed,5.0
1184,313,14,2024-04-28,2024-05-12,2386.72,Completed,2.0
1185,323,16,2025-06-14,2025-06-28,2253.72,Completed,
1186,373,38,2024-03-07,2024-03-19,5114.52,Completed,1.0
1187,79,83,2025-03-04,2025-03-10,2967.3,Completed,
1188,104,57,2024-05-16,2024-05-23,2572.85,Completed,
1189,243,44,2023-12-25,2023-12-30,430.25,Completed,
1190,191,92,2024-07-08,2024-07-21,2246.66,Completed,2.0
1191,78,97,2024-07-18,2024-07-31,3401.32,Completed,2.0
1192,220,53,2025-01-15,2025-01-22,2688.63,Completed,5.0
1193,350,47,2024-11-08,2024-11-09,141.92,Completed,5.0
1194,36,11,2024-06-25,2024-07-01,2109.48,Completed,2.0
1195,223,8,2024-11-21,2024-11-28,3139.15,Completed,2.0
1196,295,8,2025-05-20,2025-05-31,4932.95,Cancelled,5.0
1197,152,54,2023-11-30,2023-12-07,991.34,Completed,3.0
1198,370,96,2024-11-19,2024-11-25,1211.28,Completed,
1199,144,68,2024-05-27,2024-06-06,3184.6,Completed,4.0
1200,330,27,2024-04-11,2024-04-20,2587.05,Completed,4.0
